image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_001547,2019-05-01,"W MLK Blvd, North",1100,8169,now leasing,,,,,residential,,,,
street_views_001548,2019-05-01,"W MLK Blvd, South",1100,8161,"atm, atm, phone, unleaded, unleaded plus, self service gasoline, self service gasoline, unleaded premium, self service gasoline, gold star gas, 24 hours service station, khalid world tour, with clairo, presale tickets for citi advantage card members",,music artist,khalid,gold star gas,gas station,parking lot,,,
street_views_001549,2019-05-01,"W MLK Blvd, North",1000,8169,"drive thru, mcdonalds, mcdonalds, billions and billions served",,,,mcdonalds,fast food,parking lot,,,
street_views_001550,2019-05-02,"W MLK Blvd, South",1000,8160,"gold star collion, gold star, a dogs journey",,movie,a dogs journey ,gold star collision,automotive services,parking lot,,,
street_views_001551,2019-05-01,"W MLK Blvd, South",1000,8160,for rent,,,,,residential,,,,
street_views_001552,2019-05-01,"W MLK Blvd, North",1000,57399,"exit only, entrance, super mercado latino market, c & j beauty supply, panda king chinese food donuts, howdy bargain center, smokin gifts, fine cigars & tobacco","mercado latino, ",,,"super mercado latino market, c & j beauty supply, panda king chinese food, howdy bargain center, smokin gifts","discount store, market, beauty supply, cigar shop",parking lot,,,
street_views_001553,2019-05-01,"W MLK Blvd, North",1000,22675,"expo super market, we accept ebt, metro pcs, grand opening, auto insurance regulation, clean king, fashion today, for lease, t mobile, platinum nail spa, little caesars, bacon wrapped, open, eyelash extensions, massage, european facial, ear piercing, waxing, tattoo, gift certificates are available, walk ins welcome, appointments, pink & white, crystal clear, color tips, gel sets, white tips, design tips, deluxe pedicure, spa pedicure, open everyday, european touch pipeless jet, spa chairs, nails, spa, facial waxing, the next generation of galaxy, samsung galaxy, ophir management services, no more data caps, no more data caps, unlimited high speed data, open late, auto registration services, ",datos de alta velocidad sin limites,,,"expo super market, auto insurance & registration, clean king, metro pcs, t mobile, platnium nail spa, little caesars","pizza shop, nail salon, cellular service, insurance, market, dry cleaning",parking lot,,,
street_views_001554,2019-05-01,"W MLK Blvd, North",1000,8168,"carls jr, charbroiled hamburger, loans, debit cars, checks cashed, debit cards, checks cashed, ace cash expenses, loans, cash when you need it most, short-term loans, title loans, pay bills, money transfers, ace cash express, loans, debit card, checks cashed",,,,"ace cash express, carls jr","fast food, financial services",parking lot,,,
street_views_001555,2019-05-01,"W MLK Blvd, South",1000,8159,"king donuts, title max title loans, fast cash now, liberty income tax, free tax school, nails discount, for lease, subway, wells fargo, boost mobile, taco taco, now hiring, louisiana fried hicken, open, experienced cooks & cashiers, free, east to switch, east to save, ","prestamos dinero, hablamos espanol, ",,,"king donuts, title max title loans, liberty income tax, nails discount,  subway, wells fargo, boost mobile, taco taco, louisiana fried chicken","fast food, financial services, donut shop, nails salon, cellular service, restaurant",parking lot,,,
street_views_001556,2019-05-01,"W MLK Blvd, South",1000,8159,"pizza hut, large 3 topping, metro gas, food mart event parking",,,,pizza hut,"pizza shop, nail salon, cellular service, insurance, market, dry cleaning",parking lot,,,
street_views_001557,2019-05-01,"W MLK Blvd, South",1000,8159,"food mart, diesel, lowest gas prices, public parking, ebt food & cash, atm 24 hrs, food truck, regular, plus premium, diesel #2, diesel, ",,,,metro gas,gas station,parking lot,,,
street_views_001558,2019-05-01,"W MLK Blvd, North",900,4114,,,,,,,open field,,,
street_views_001559,2019-05-01,"W MLK Blvd, South",900,8164,"yoshinoya japanese kitchen, open",,,,yoshinoya,fast food,parking lot,,,
street_views_001560,2019-05-01,"W MLK Blvd, North",900,4269,"help families with sick children stay together, walkforkids, walk for kids",,nonprofit,"walk for kids, ronald mcdonald house, ",,,open field,,,
street_views_001561,2019-05-01,"W MLK Blvd, South",900,8165,"iconic, icon large thic condoms, bj clothes, big, dickies, open to the public, hanes, fila, levis","abierto al publico, ","icon condoms,",,bj clothes,clothing store,parking lot,hand painted signs,,
street_views_001562,2019-05-01,"W MLK Blvd, South",900,8165,"discus athlete, tall, metro by t mobile, converse all star, ben davis, nike",cubrimos al 99% de las personas en el pais,cellular service,metro pcs,,,,"hand painted signs, street art",,
street_views_001563,2019-05-01,"W MLK Blvd, South",900,8165,"since 1996, la galaxy",,sports,la galaxy,,residential,,,,
street_views_001564,2019-05-01,"W MLK Blvd, South",900,8165,"saturday's reggaeton party at banditos, dj's spinning latin & cuban vibes, banditos tacos & tequila",,,,banditos tacos & tequila,restaurant,,street art,,
street_views_001565,2019-05-01,"W MLK Blvd, North",800,1290,expo center,,,,expo center,rec center,parking lot,,,
street_views_001566,2019-05-01,"W MLK Blvd, South",800,8166,"kidney center medical clinic, free pregnancy test, prenatal care, family planning service, all family neighborhood, podiatry, internal medicine, nephrology, ",,,,kidney center medical clinic,medical clinic,,,,
street_views_001567,2019-05-01,"W MLK Blvd, South",800,41554,,,,,,residential,,,,
street_views_001568,2019-05-01,"W MLK Blvd, North",800,1290,,,,,,stadium,,,,
street_views_001569,2019-05-01,"W MLK Blvd, South",800,41554,,,,,,residential,,,,
street_views_001570,2019-05-01,"W MLK Blvd, North",800,1287,reserved parking,,,,,stadium,parking lot,,,
street_views_001571,2019-05-01,"W MLK Blvd, South",800,41554,,,,,,residential,,,,
street_views_001572,2019-05-01,"W MLK Blvd, North",800,1287,,,,,,stadium,parking lot,,,
street_views_001573,2019-05-01,"W MLK Blvd, South",800,13485,"we have carfax 1-owner vehicles, carfax 1 owner, parking , sports arena coliseum, no vans or trucks, parking, no entry, for construction only, teamwrkx construction","no entreada, solor para construccion",,,,,parking lot,,,
street_views_001574,2019-05-01,"W MLK Blvd, South",800,13485,"happy death 2 u, no entry, for construction only","no entreada, solor para construccion",movie,happy death day 2 u ,,,parking lot,,,
street_views_001575,2019-05-01,"W MLK Blvd, North",700,1287,,,,,,stadium,parking lot,,,
street_views_001576,2019-05-01,"W MLK Blvd, South",700,56498,"tyvek, ",,,,,,,,construction,
street_views_001577,2019-05-01,"W MLK Blvd, South",700,56498,"honda los angeles, open during construction, parking",,,,honda,car dealership,,,construction,
street_views_001578,2019-05-01,"W MLK Blvd, North",700,1287,,,,,,stadium,parking lot,,,
street_views_001579,2019-05-01,"W MLK Blvd, South",700,13487,,,,,,residential,,,,
street_views_001580,2019-05-01,"W MLK Blvd, North",700,1287,,,,,,stadium,parking lot,,,
street_views_001581,2019-05-01,"W MLK Blvd, South",600,13487,,,,,,residential,,,,
street_views_001582,2019-05-01,"W MLK Blvd, North",600,1287,"come for the food, stay for the game, freeplay, the fiels la, parking entrance, exposition park, usc",,"freeplay, the fields la, ",,,stadium,parking lot,,,
street_views_001583,2019-05-01,"W MLK Blvd, North",600,1287,"ya esta, tacos gavillan, banc of california",,fast food,tacos gavillan,banc of california stadium,stadium,parking lot,,,
street_views_001584,2019-05-01,"W MLK Blvd, South",600,13487,,,,,,residential,,,,
street_views_001585,2019-05-01,"W MLK Blvd, North",500,1287,"guess, j bausn",,clothing brand,guess,,,parking lot,,,
street_views_001586,2019-05-01,"W MLK Blvd, South",500,13487,,,,,,commercial ,,,,
street_views_001587,2019-05-01,"W MLK Blvd, North",500,1201,"checks cashed, borrown up to $4000, toms jr burgers, 7 eleven, coin laundry, expo park plaza, subway, soccer shop usa, crystal baker ice cream, model nails, university park psychological associates, expo insurance agency, auto home, commercial , dmv bonds, motorcycles, motorhomes, everyone qualifies, no license, foreign license, tickets, accidents, atm, ebt, atm, ebt, jc auto registration, gbb social services, walk in foot care, figueroa corrider partnership, davita university park dialysis center, ocean properties inc rental center, gbb intervention, ",,,,"checks cashed, toms jr burger, 7 eleven, coin laundry,  subway, soccer shop usa, crystal baker ice cream, model nails, university park psychological associates, insurance, jc auto registration, ocean properties llc, davita dialysis, walk in effort, ","financial services, convenience store, dialysis clinic, insurance, laundromat, car registration, ",parking lot,,,
street_views_001588,2019-05-01,"W MLK Blvd, South",400,4110,"chevron, mcdonalds, drive thru",,,,"mcdonalds, chevron","gas station, fast food",parking lot,,,
street_views_001589,2019-05-01,"W MLK Blvd, North",400,1201,"subway, toms jr, charbroiled burgers, breakfast, lunch, dinner, call, ",,,,,,,hand painted sign,,
street_views_001590,2019-05-01,"W MLK Blvd, South",400,4113,"freeway entrance, south, interstate california, central avenue historic corrdior, freewy entrance, south, entrance, ",,,,,,,,highway,
street_views_001591,2019-05-01,"W MLK Blvd, North",300,925,,,,,,,,mural,,
street_views_001592,2019-05-01,"W MLK Blvd, South",300,925,,,,,,,,mural,,
street_views_001593,2019-05-01,"W MLK Blvd, South",300,13486,"la galaxy, since 1996",,Sports Team,LA Galaxy,,,,grafitti,,
street_views_001594,2019-05-01,"W MLK Blvd, North",300,682,the zabin group,,,,the zabin group,distribution company,parking lot,,,
street_views_001595,2019-05-01,"W MLK Blvd, South",300,2949,"jimenez carpet & supplies, carpet special, la galaxy since 1996, available, rooms at only","super especial, alfomba, linoelo, ",Sports Team,LA Galaxy,jimenez carpet & supplies,carpet store,parking lot,grafitti,,
street_views_001596,2019-04-01,"W MLK Blvd, North",300,1114,,,,,,commercial,parking lot,,,
street_views_001597,2019-04-01,"W MLK Blvd, South",300,4268,"furniture & decorative arts district, end work zone",,,,,commercial,parking lot,,,
street_views_001598,2019-04-01,"W MLK Blvd, North",300,1114,,,,,,residential,,,,
street_views_001599,2019-04-01,"W MLK Blvd, South",300,4268,"new age, open",,,,new age,dispensary,parking lot,,,
street_views_001600,2019-04-01,"W MLK Blvd, North",300,,,,,,,,,,,
street_views_001601,2019-04-01,"W MLK Blvd, North",200,20036,"cannabis, for rent by owner call, delta 9 available at new age care center",,Recreational Drugs,Delta 9,,commercial,,,,
street_views_001602,2019-04-01,"W MLK Blvd, South",200,3520,"j and l sewing machines, liquor on right side, liquor on right side, liquor on right side, pegasus, juki, brother, park industrial, ","maquinas de coser, partes & servicios ",,,j and l sewing machines,sewing machine repair shop,,hand painted signs,,
street_views_001603,2019-04-01,"W MLK Blvd, North",200,20036,"miguel's sheet metal, stainless steel, kitchen repair, custom work, ",,,,miguel's sheet metal,metal appliances,,,,
street_views_001604,2019-04-01,"W MLK Blvd, North",200,20036,golazo  restaurant,,,,golazo restaurant,restaurant,,"mural, street art",,
street_views_001605,2019-04-01,"W MLK Blvd, North",200,20035,,,,,,commercial,,,,
street_views_001606,2019-04-01,"W MLK Blvd, South",200,3379,,,,,,residential,,,,
street_views_001607,2019-04-01,"W MLK Blvd, South",200,3379,"preschool, now open, day care, day care & pre school, ages, pre school, main castle learning center",edades,,,"main castle learning center, ","day care, residential",,,,
street_views_001608,2019-04-01,"W MLK Blvd, North",200,10022,the 7 grace,,,,the 7 grace,clothing store,,,,
street_views_001609,2019-04-01,"W MLK Blvd, South",100,3379,,,,,,residential,,,,
street_views_001610,2019-04-01,"W MLK Blvd, North",100,10022,sickest rich,,,,,commercial,,grafitti,,
street_views_001611,2019-04-01,"W MLK Blvd, South",100,3379,,,,,,residential,,,,
street_views_001612,2019-04-01,"W MLK Blvd, North",100,10023,"vibrant, miu",,,,vibrant,clothing store,parking lot,,,
street_views_001613,2019-04-01,"W MLK Blvd, South",100,3379,,,,,,residential,,,,
street_views_001614,2019-04-01,"W MLK Blvd, South",100,3470,"wss, shoes style selection, nike, vans, adidas, not just one thing, best values always, come check us out, wss, shoes style selection, ",,,,wss,shoe store,parking lot,,,
street_views_001615,2019-04-01,"E MLK Blvd, South",100,3471,,,,,,commercial,,,,
street_views_001616,2019-04-01,"E MLK Blvd, North",100,3574,charter elementary,,,,,school,,,,
street_views_001617,2019-04-01,"E MLK Blvd, South",100,4416,"mi carnal market, mexico, ria, market, miranda market, market, we accept ebt, kings wireless, the cheap store, atm, ebt, payment center, verizon prepaid sold here, sold here, we accept ebt, ",,,,"mi carnal market, kings wireless, the cheap store, ","discount store, market, cellular service",,"hand painted sign, street art",,
street_views_001618,2019-04-01,"E MLK Blvd, North",100,4503,,,,,,residential,,,,
